Entering constructor for: ReviewPal.ReviewPal2013.DrSmellPackage
Entering Initialize() of: ReviewPal.ReviewPal2013.DrSmellPackage
2022-09-25 12:39:56Z : PB = 435429376 : In   : ---------------------------- StyleCop.StyleCopCore..ctor(environment=<null>, hostTag=<null>)
2022-09-25 15:57:42Z : PB = 716075008 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:57:42Z : PB = 716075008 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:57:42Z : PB = 716075008 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:57:42Z : PB = 716075008 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:57:42Z : PB = 716075008 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:57:42Z : PB = 716075008 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:57:42Z : PB = 716075008 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:57:42Z : PB = 716075008 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:57:42Z : PB = 720052224 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:57:42Z : PB = 720052224 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:57:42Z : PB = 720052224 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:57:42Z : PB = 719982592 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:57:42Z : PB = 719982592 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:57:42Z : PB = 719982592 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:57:42Z : PB = 719982592 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:57:42Z : PB = 719982592 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:57:42Z : PB = 723492864 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:57:42Z : PB = 723492864 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:57:42Z : PB = 723492864 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:57:42Z : PB = 723492864 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:57:42Z : PB = 723492864 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:57:42Z : PB = 723492864 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:57:42Z : PB = 723144704 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:57:42Z : PB = 723144704 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:57:42Z : PB = 726945792 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:57:42Z : PB = 726945792 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:57:42Z : PB = 726945792 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:57:42Z : PB = 726945792 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:57:42Z : PB = 726945792 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:57:42Z : PB = 726945792 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:57:42Z : PB = 726945792 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:57:42Z : PB = 726945792 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:57:42Z : PB = 730365952 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:57:42Z : PB = 730365952 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:57:42Z : PB = 730365952 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:57:42Z : PB = 730365952 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2022-09-25 15:57:42Z : PB = 730365952 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2022-09-25 15:57:42Z : PB = 730365952 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2022-09-25 15:57:42Z : PB = 730365952 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
2022-09-25 15:57:42Z : PB = 730365952 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2022-09-25 15:57:42Z : PB = 730365952 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
FeatureEnvyDetector	WARN	Finded Feature Envy
FeatureEnvyDetector	WARN	at C:\Users\kerueilin9\Desktop\Document\window_design\HW1\109590043\HW01\Form1.cs Line 36
FeatureEnvyDetector	WARN	 Homework01.Form1 envy Homework01.Model
FeatureEnvyDetector	WARN	use list:
FeatureEnvyDetector	WARN		GetBookCategories
FeatureEnvyDetector	WARN		GetBookCategories
FeatureEnvyDetector	WARN	Finded Feature Envy
FeatureEnvyDetector	WARN	at C:\Users\kerueilin9\Desktop\Document\window_design\HW1\109590043\HW01\Form1.cs Line 39
FeatureEnvyDetector	WARN	 Homework01.Form1 envy Homework01.Model
FeatureEnvyDetector	WARN	use list:
FeatureEnvyDetector	WARN		GetBookCategories
FeatureEnvyDetector	WARN		GetBookCategories
2022-09-25 15:57:43Z : PB = 730320896 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2022-09-25 15:57:43Z : PB = 730320896 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2022-09-25 15:57:43Z : PB = 730320896 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-09-25 16:00:34Z : PB = 693772288 : In   : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze(full=True, type={Solution}, analysisFileManager=<missing>)
2022-09-25 16:00:34Z : PB = 694165504 : In   : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-09-25 16:00:34Z : PB = 694165504 : Out  : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze()
2022-09-25 16:00:34Z : PB = 694165504 : In   : ------ StyleCop.StyleCopCore.FullAnalyze(projects=[List<CodeProject>: Count = 1])
2022-09-25 16:00:34Z : PB = 693563392 : In   : ------- StyleCop.StyleCopCore.Analyze(projects=[List<CodeProject>: Count = 1], ignoreCache=True, settingsPath=<null>)
2022-09-25 16:00:34Z : PB = 693563392 : In   : -------- StyleCop.StyleCopCore.RunWorkerThreads(data=[Data], count=1)
2022-09-25 16:00:34Z : PB = 693563392 : In   : --------- StyleCop.StyleCopThread.DoWork(sender=<null>)
2022-09-25 16:00:34Z : PB = 693563392 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:00:34Z : PB = 693571584 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:00:34Z : PB = 693571584 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:00:34Z : PB = 693571584 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:00:34Z : PB = 693571584 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:00:35Z : PB = 696844288 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:00:35Z : PB = 696844288 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:00:35Z : PB = 696844288 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:00:35Z : PB = 696844288 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:00:35Z : PB = 696844288 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:00:35Z : PB = 696844288 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:00:35Z : PB = 696844288 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:00:35Z : PB = 696844288 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:00:35Z : PB = 700293120 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:00:35Z : PB = 700293120 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:00:35Z : PB = 700293120 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:00:35Z : PB = 700293120 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:00:35Z : PB = 700293120 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:00:35Z : PB = 700293120 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:00:35Z : PB = 700293120 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:00:35Z : PB = 700293120 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:00:35Z : PB = 703737856 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:00:35Z : PB = 703737856 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:00:35Z : PB = 703737856 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:00:35Z : PB = 703737856 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:00:35Z : PB = 703737856 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:00:35Z : PB = 703737856 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:00:35Z : PB = 703737856 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:00:35Z : PB = 703737856 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:00:35Z : PB = 707194880 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:00:35Z : PB = 707194880 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:00:35Z : PB = 707194880 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:00:35Z : PB = 707194880 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:00:35Z : PB = 707194880 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:00:35Z : PB = 707194880 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:00:35Z : PB = 707194880 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:00:35Z : PB = 707194880 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:00:35Z : PB = 710639616 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:00:35Z : PB = 710639616 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:00:35Z : PB = 710639616 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:00:35Z : PB = 710639616 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:00:35Z : PB = 710639616 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:00:35Z : PB = 710639616 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:00:35Z : PB = 710639616 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:00:35Z : PB = 710639616 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:00:35Z : PB = 714084352 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:00:35Z : PB = 714084352 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:00:35Z : PB = 714084352 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:00:35Z : PB = 714084352 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:00:35Z : PB = 714084352 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:00:35Z : PB = 714084352 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:00:35Z : PB = 714084352 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:00:35Z : PB = 714084352 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:00:35Z : PB = 718041088 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:00:35Z : PB = 718041088 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:00:35Z : PB = 718041088 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:00:35Z : PB = 718041088 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:00:35Z : PB = 718041088 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:00:35Z : PB = 717881344 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:00:35Z : PB = 717881344 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:00:35Z : PB = 717881344 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:00:35Z : PB = 721518592 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:00:35Z : PB = 721518592 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:00:35Z : PB = 721518592 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:00:35Z : PB = 721518592 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:00:35Z : PB = 721518592 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:00:35Z : PB = 721518592 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:00:35Z : PB = 721518592 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:00:35Z : PB = 721518592 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:00:35Z : PB = 724963328 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:00:35Z : PB = 724963328 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:00:35Z : PB = 724963328 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:00:35Z : PB = 724963328 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:00:35Z : PB = 724963328 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:00:35Z : PB = 724918272 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:00:35Z : PB = 724918272 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:00:35Z : PB = 724918272 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:00:35Z : PB = 728408064 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:00:35Z : PB = 728408064 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:00:35Z : PB = 728408064 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:00:35Z : PB = 728408064 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2022-09-25 16:00:35Z : PB = 728408064 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2022-09-25 16:00:35Z : PB = 728408064 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2022-09-25 16:00:35Z : PB = 728408064 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
2022-09-25 16:00:35Z : PB = 728408064 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2022-09-25 16:00:35Z : PB = 728408064 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
2022-09-25 16:00:36Z : PB = 727928832 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2022-09-25 16:00:36Z : PB = 727928832 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2022-09-25 16:00:36Z : PB = 727928832 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-09-25 16:00:43Z : PB = 728023040 : In   : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze(full=True, type={Solution}, analysisFileManager=<missing>)
2022-09-25 16:00:43Z : PB = 729329664 : In   : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-09-25 16:00:43Z : PB = 729329664 : Out  : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze()
2022-09-25 16:00:43Z : PB = 729329664 : In   : ------ StyleCop.StyleCopCore.FullAnalyze(projects=[List<CodeProject>: Count = 1])
2022-09-25 16:00:43Z : PB = 728727552 : In   : ------- StyleCop.StyleCopCore.Analyze(projects=[List<CodeProject>: Count = 1], ignoreCache=True, settingsPath=<null>)
2022-09-25 16:00:43Z : PB = 728727552 : In   : -------- StyleCop.StyleCopCore.RunWorkerThreads(data=[Data], count=1)
2022-09-25 16:00:43Z : PB = 728727552 : In   : --------- StyleCop.StyleCopThread.DoWork(sender=<null>)
2022-09-25 16:00:43Z : PB = 728727552 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:00:43Z : PB = 728731648 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:00:43Z : PB = 728420352 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:00:43Z : PB = 728420352 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:00:43Z : PB = 728420352 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:00:43Z : PB = 731865088 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:00:43Z : PB = 731865088 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:00:43Z : PB = 731865088 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:00:43Z : PB = 731865088 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:00:43Z : PB = 731865088 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:00:43Z : PB = 731865088 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:00:43Z : PB = 731865088 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:00:43Z : PB = 731865088 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:00:43Z : PB = 735625216 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:00:43Z : PB = 735625216 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:00:43Z : PB = 735625216 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:00:43Z : PB = 735625216 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:00:43Z : PB = 735625216 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:00:43Z : PB = 735903744 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:00:43Z : PB = 735903744 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:00:43Z : PB = 735903744 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:00:43Z : PB = 742039552 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:00:43Z : PB = 742039552 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:00:43Z : PB = 742039552 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:00:43Z : PB = 742039552 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:00:43Z : PB = 742039552 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:00:43Z : PB = 742305792 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:00:43Z : PB = 742305792 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:00:43Z : PB = 742305792 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:00:43Z : PB = 749092864 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:00:43Z : PB = 749092864 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:00:43Z : PB = 749092864 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
