Entering constructor for: ReviewPal.ReviewPal2013.DrSmellPackage
Entering Initialize() of: ReviewPal.ReviewPal2013.DrSmellPackage
2022-12-04 08:37:35Z : PB = 620113920 : In   : ---------------------------- StyleCop.StyleCopCore..ctor(environment=<null>, hostTag=<null>)
2022-12-04 09:30:17Z : PB = 946868224 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:30:17Z : PB = 946868224 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:30:17Z : PB = 946868224 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:30:17Z : PB = 946868224 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:30:17Z : PB = 946868224 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:30:17Z : PB = 946806784 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:30:17Z : PB = 946806784 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:30:17Z : PB = 946806784 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:30:17Z : PB = 949489664 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:30:17Z : PB = 949489664 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:30:17Z : PB = 949489664 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:30:17Z : PB = 949489664 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:30:17Z : PB = 949489664 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:30:17Z : PB = 949489664 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:30:17Z : PB = 949489664 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:30:17Z : PB = 949489664 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:30:17Z : PB = 952938496 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:30:17Z : PB = 952938496 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:30:17Z : PB = 952938496 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:30:17Z : PB = 952938496 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:30:17Z : PB = 952938496 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:30:17Z : PB = 952938496 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:30:17Z : PB = 952938496 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:30:17Z : PB = 952938496 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:30:17Z : PB = 956383232 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:30:17Z : PB = 956383232 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:30:17Z : PB = 956383232 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:30:17Z : PB = 956383232 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:30:17Z : PB = 956383232 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:30:17Z : PB = 956383232 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:30:17Z : PB = 956383232 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:30:17Z : PB = 956383232 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:30:18Z : PB = 914690048 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:30:18Z : PB = 914690048 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:30:18Z : PB = 914690048 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:30:18Z : PB = 914690048 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:30:18Z : PB = 914690048 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:30:18Z : PB = 914690048 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:30:18Z : PB = 914690048 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:30:18Z : PB = 914690048 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:30:18Z : PB = 918585344 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:30:18Z : PB = 918585344 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:30:18Z : PB = 918585344 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:30:18Z : PB = 918585344 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2022-12-04 09:30:18Z : PB = 918585344 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2022-12-04 09:30:18Z : PB = 918585344 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2022-12-04 09:30:18Z : PB = 918585344 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
2022-12-04 09:30:18Z : PB = 918585344 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2022-12-04 09:30:18Z : PB = 918585344 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
2022-12-04 09:30:19Z : PB = 918650880 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2022-12-04 09:30:19Z : PB = 918650880 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2022-12-04 09:30:19Z : PB = 918650880 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-12-04 09:31:00Z : PB = 914763776 : In   : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze(full=True, type={Solution}, analysisFileManager=<missing>)
2022-12-04 09:31:00Z : PB = 916008960 : In   : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-12-04 09:31:00Z : PB = 916008960 : Out  : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze()
2022-12-04 09:31:00Z : PB = 916008960 : In   : ------ StyleCop.StyleCopCore.FullAnalyze(projects=[List<CodeProject>: Count = 3])
2022-12-04 09:31:00Z : PB = 915369984 : In   : ------- StyleCop.StyleCopCore.Analyze(projects=[List<CodeProject>: Count = 3], ignoreCache=True, settingsPath=<null>)
2022-12-04 09:31:00Z : PB = 915374080 : In   : -------- StyleCop.StyleCopCore.RunWorkerThreads(data=[Data], count=1)
2022-12-04 09:31:00Z : PB = 915374080 : In   : --------- StyleCop.StyleCopThread.DoWork(sender=<null>)
2022-12-04 09:31:00Z : PB = 915374080 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:31:00Z : PB = 915374080 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:31:00Z : PB = 915374080 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:31:00Z : PB = 915374080 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:31:00Z : PB = 915374080 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:31:00Z : PB = 919150592 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:31:00Z : PB = 918839296 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:31:00Z : PB = 918839296 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:31:00Z : PB = 918839296 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:31:00Z : PB = 918839296 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:31:00Z : PB = 917618688 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:31:00Z : PB = 917565440 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:31:00Z : PB = 917565440 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:31:00Z : PB = 920932352 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:31:00Z : PB = 920932352 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:31:00Z : PB = 920932352 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:31:00Z : PB = 920932352 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:31:00Z : PB = 920932352 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:31:00Z : PB = 913534976 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:31:00Z : PB = 913534976 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:31:00Z : PB = 913534976 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:31:00Z : PB = 917254144 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:31:00Z : PB = 917254144 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:31:00Z : PB = 917254144 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:31:00Z : PB = 917254144 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:31:00Z : PB = 917254144 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:31:00Z : PB = 917254144 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:31:00Z : PB = 917254144 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:31:00Z : PB = 917254144 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:31:00Z : PB = 920584192 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:31:00Z : PB = 920584192 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:31:00Z : PB = 920584192 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:31:00Z : PB = 920584192 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:31:00Z : PB = 920584192 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:31:00Z : PB = 920584192 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:31:00Z : PB = 920584192 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:31:00Z : PB = 920584192 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:31:01Z : PB = 923734016 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:31:01Z : PB = 923734016 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:31:01Z : PB = 923734016 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:31:01Z : PB = 923734016 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:31:01Z : PB = 923734016 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:31:01Z : PB = 923734016 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:31:01Z : PB = 923734016 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:31:01Z : PB = 923734016 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:31:01Z : PB = 927408128 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:31:01Z : PB = 927408128 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:31:01Z : PB = 927408128 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:31:01Z : PB = 927408128 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:31:01Z : PB = 927408128 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:31:01Z : PB = 927408128 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:31:01Z : PB = 927408128 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:31:01Z : PB = 927408128 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:31:01Z : PB = 931299328 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:31:01Z : PB = 931299328 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:31:01Z : PB = 931299328 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:31:01Z : PB = 931299328 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:31:01Z : PB = 931299328 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:31:01Z : PB = 931299328 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:31:01Z : PB = 931299328 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:31:01Z : PB = 931299328 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:31:01Z : PB = 934756352 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:31:01Z : PB = 934887424 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:31:01Z : PB = 934354944 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:31:01Z : PB = 934354944 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:31:01Z : PB = 934354944 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:31:01Z : PB = 934354944 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:31:01Z : PB = 934354944 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:31:01Z : PB = 934354944 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:31:01Z : PB = 937517056 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:31:01Z : PB = 937517056 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:31:01Z : PB = 937517056 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:31:01Z : PB = 937517056 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:31:01Z : PB = 937488384 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:31:01Z : PB = 937488384 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:31:01Z : PB = 937488384 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:31:01Z : PB = 937488384 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:31:01Z : PB = 941244416 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:31:01Z : PB = 941244416 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:31:01Z : PB = 941244416 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:31:01Z : PB = 941244416 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:31:01Z : PB = 941244416 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:31:01Z : PB = 941244416 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:31:01Z : PB = 941244416 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:31:01Z : PB = 941244416 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:31:01Z : PB = 944902144 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:31:01Z : PB = 944902144 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:31:01Z : PB = 944902144 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:31:01Z : PB = 944902144 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:31:01Z : PB = 944902144 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:31:01Z : PB = 944902144 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:31:01Z : PB = 944902144 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:31:01Z : PB = 944902144 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:31:01Z : PB = 948678656 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:31:01Z : PB = 948678656 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:31:01Z : PB = 948678656 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:31:01Z : PB = 948678656 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:31:01Z : PB = 948047872 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:31:01Z : PB = 948047872 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:31:01Z : PB = 948047872 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:31:01Z : PB = 948047872 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:31:01Z : PB = 952127488 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:31:01Z : PB = 952127488 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:31:01Z : PB = 952127488 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:31:01Z : PB = 952127488 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:31:01Z : PB = 952127488 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:31:01Z : PB = 952127488 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:31:01Z : PB = 952127488 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:31:01Z : PB = 952127488 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:31:01Z : PB = 955547648 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:31:01Z : PB = 955547648 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:31:01Z : PB = 955547648 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:31:01Z : PB = 955547648 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:31:01Z : PB = 955547648 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:31:01Z : PB = 955523072 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 09:31:01Z : PB = 955523072 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 09:31:01Z : PB = 955523072 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 09:31:01Z : PB = 958971904 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 09:31:01Z : PB = 958971904 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 09:31:01Z : PB = 958971904 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 09:31:01Z : PB = 958971904 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 09:31:01Z : PB = 958971904 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 09:31:01Z : PB = 958971904 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
